,review
75," We ask for the amendment of the law by Gukju.If you walk up, the steel is designed with a clean curve.There are many.The transit passengers do not appear in the village, so the restaurant is difficult, but the sentence level is high.However, there is a high difference between Asakusa and Sobu Line, and it is necessary to move in the horizontal direction, so convenience cannot be appreciated.I don't think that I want to go to food and shopping on the Asakusa bridge, and I don't think that I want to go to food and shopping.Akihabara cannot arrive unless he changes the elevator of the home and the ticket layer.The toilet for the disabled may be intentionally contaminated and cannot be used.The toilet water in the women's toilet does not come out.Although it is expensive, the distance is strange in any route, so there is always a tendency to be late immediately after the kick.The recent elevator is also bothersome than walking, rather than a mystery structure from the second floor.The station is not very motivated.There are two extremely inconveniences/exits that have been made when they are high -priced decades ago, but if this is the first time, it is difficult for the elderly to have only a large staircase because the elevator or escalator is on the subway.The wheelchair has an elevator at the opposite entrance, but the road under the station is narrow, so the JR is not for the guest, but from the administration.Despite the many things, the east exit is the station of the JR Sobu Line, which is not installed even an elevator or escalator. "
76," overseas travelers have a big trunk, and they are well seen that are being up and down.It has become an intestinal intestines that are incomparable with the previous.There is no elevator, Chiba, and Akihabara's uncomfortable side of the legs that must be hidden in the stairs.Say, Osaka Fantasy LineThere is a similar atmosphere (^o^) "
77," I think it is a convenient and lively station../ It is also used as a transfer with ASun.In Rush, it's hard to have a narrow open place that doesn't go well.There seems to be a lot of taverns around Akihabara.It seems that tourists who want to go to Asakusa are sometimes wrong, but it takes about 20 minutes to walk to Asakusa.If you come wrong, take the Asakusa Line as it is.The home of the Asakusa Line is only the east exit, and the downtown is also the eastern entrance.It takes a few minutes from the west exit to the east exit. "
78," The west exit is quite dark in the middle of the night, but you have lived for 5 years and has never felt bad.Yes, it is possible but very inconvenient. "
79," and the more uncomfortable west exit.Near this station, there are many puppet stores such as Guwol.The origin of the name Asakusabashi is because the as the Sensoji, which leads to the Sensoji, was near this station."
80," I was able to do an elevator at the western exit, but it is a little hard because it is a two -stage because it cannot be directly in the structure.There is no escalator. "
81," is dragged around the station, and there are deep foodists and hotels around the station. "
82," The surrounding area is a down -down residential area of Shimo Machi.The Oedo Line is very far from exit to opening.And since there are no posts to announce diamonds in the ticket gate, I don't know if I will leave in the next a few minutes, so I have a yakimoki in the morning.Will go out once.Please enter the orange ticket gate.The subway in the province is generally convenient./ At the station of the Doei subway, the Asakusa Line Kuramade Station was opened, and later Oe Doseon Kuramade Station was opened.It is marked with a transit in the same diagonal lines, but the station of the lines is about 300 meters from the road and is not connected to the underground road.The transit passengers can leave the ticket gate and pass through the entrance of the transit line and the ticket gate via the ground exit and the general road report (open -air).It is called, and there is also a guide in the air broadcast, ""Oe -do (Asakusa Line) is a ground transfer."" "
83," ※ I'll add it later../ If you have a lot of luggage !!!!Be careful when using this station. There is no elevator inside the station.If you make a mistake, your life will change.It is the end that the cost is low, but it is not possible to carry the goods.. "
84," climb the stairs on the ground and cross the crosswalk.Or down the stairs of the station home and go up this time.If your knees are bad, you will die.?. "
85, I think the vicinity of the station is calm and good.It is an image of a hidden spot or a hideout shop.Some outlets are under construction.It seems that there will be a hotel in the future./It is difficult because you have to go to the ground once you transfer. 
86," If construction is difficult, you have to guide you. "
87," If you try to use an elevator, you will walk quite a bit.It is not a level that can be said, but it is called a transit station.Of course, it depends on the destination, but the transfer to the Oedo and Asakusa Line is not here, but the “gate”.Transfer in Daimon can be easily done.In addition, there are few guidance on the ground.This world is not the same as the organized mall, but there are quite a few restaurants.There are Epoksa and Bandai from the toy wholesalers.Somehow, the hospitel of the backpacker is also cheaper in the connection station of the Oedo Line and the Asakusa Line, but if the person who is wandering in the transfer continues, how many times the person has heard the entrance, the signboard needs to be even more needed.The Asakusa Line is a relative, so if you go through the entrance wrong, you will not be able to go to the groove unless you go through the liaison passage under the groove or go back to the ground and cross the road.There is a distance of less than 300m from Oe Doseon Guramade Station, so it is inconvenient because it is a transfer.I'm so tired to walk.Kuramade. "
88," I bought a 3 -day subway pass, and I finally understanded a little after the day's transfer experience.You should be able to see it, and if you don't know, ask the passengers or station attendants on the same train! ""It is not very convenient to move from one to the other on the Asaku Line.So is the equipment old?There are many bad stories (four).The image of Doyoung has changed./The design of the interchae is very poor and there is a lack of accurate explanation of the subway map.The Oedo Line Station was completely connected to the Asakusa Line Station.I had to take my luggage upstairs and walk for 10 minutes to Asakusa Line.There is no escalator at the entrance.Many tourists arrive at the airport using this connection and suffer from this nightmare.It seems to have been deliberately done with the harassment of N Doe Subway users.Before we transfer properly, I want you to express it in Japanese, English, Chinese, and Korean.For the elderly and those with bad legs, it was hard to know and complained for foreigners.In the normal Japanese people, the hard and tired body came to the head!I bypassed a stop away to go to the elevator on the plane, but I couldn't find it.Finally I carried my luggage down.I went up the stairs and saw the elevator exit!The entrance to the elevator and the outlet are so weird!/The round -trip transportation with Haneda Airport is not provided.However, there is an elevator for carrying the baggage at the A0 exit.It is connected to the route to Narita Airport.If you are going to Haneda Airport, you need to pull your luggage and climb the stairs to the opposite platform.Plan ahead of which entrance to use before you bring your luggage.And from 33 years in Showa, three Tokyo places have been held in the year.The history that remains in my impressions is Ohho, Kashiwato, Tochinokai, Sada's mountains, North Fuji, Koto Sakura, Wajima, and the sea of Mie.In addition, the name of the role of Kurama is derived from the Mikura of the shogunate in this land.In short, it has been only 30 years since the summo was performed in the current two -country national makes.The transfer of the Oedo and Asakusa Line is about 5 to 10 minutes by walking on the ticket gate and the ground.If you go to a crowd fireworks every time, there are road regulations or various regulations if you do not go from the morning.??…/The entrance of the Oedo Line and the Asakusa Line of the Guramade Station are different.I think it would be nice to have an elevator.The transfer of the Oedo and Asakusa Line is not recommended because it walks a significant distance.The succession of Oedo and Asakusa is too bad.I didn't know it at first. "
