,review
83," The west exit is currently undergoing a redevelopment plan, and the region, including the reversal building of an old -fashionedization, is also facing a new era.But I like the chaotic atmosphere of the present.I was talking while touching the phone and I thought it didn't listen properly ??/There is a lack of space to go out during commute.Go to the station and get off at the same station, pay 150 yen.really?!Isn't Metro Tokyo a lot expensive?You can go to the Toyos Market.It is dark overall because of the deep basement.I am happy with the automatic vending machine on the ears of one fatigue!Osiruko of the Payment is saying the coming of winter.I was tired with a glass of squid, but it flies?If you get off the ticket gate and get off the Hibiya, there is also a plaza.It can also be used for meetings.There is also a smoking shop in the square.Development under the guard is in progress, and new stores such as restaurants are open.JR, Tokyo Metro, DoAseon, and many trains available./ The railroads in Japan began in this Sinbashi -Yokohama. "
84," (the place is somewhat different.One of the most beautiful stations.The most important thing is that Yurika Kome Station is here./There are about 13 toilets in Sinbashi Station.Very clean.It's summer, so it's always crowded. "
85," is not the Sinbashi station of ""Symbol Ichima Sinbashi"".I didn't hesitate. "
86," came first in Karas Moriguchi.(Laughter)/The distance changes, but I want SL Square to stay forever.Say well on TV, I was watching a place where I was interviewing the streets! "
87," is relatively easy to know, and it is a busy street, so it is convenient.I always have a lot of customers.Almost all lines pass through this place.If you are lost, go back to Sinbashi and take the direction again.The JR line passes through this place.Underground Tokyo Metro, which has a maze -like passage, has a lot of wonderful shopping and food places.You can waste it.Next to the station is a building with IBREW, one of my favorite beer craft places.N Recently, Yurika Mome has updated the station to provide a lighter and better space.When you go down the platform, the stained glass window stands out.There are Starbucks and Pamima in Yurika Mome Station.The Karasmori station until then is renamed Sinbashi Station and reaches to the present.Shinbashi Station of the invitation became a Shiodome station and became a dedicated station for freight trains.You can go to Yokohama or Miura Peninsula and board Narita Airport. "
88," There are many restaurants and hotels.Shinbashi Station is a station that remains in the history.We support our country around our office workers.But there are so many different languages in the notation.Hiragana, Chinese characters and English are good.I thought it was effective because there was a store below the expensive price.The lucky center of the lottery is in front of Karasmoriguchi./It is also a symbol of the village of the salaryman. "
89, It was very convenient because there are many restaurants nearby.Is it the impact of the severe & telework?Unmanned subway: It is a good idea to stand in front of one or two trains and stand in front of you.Prepare the camera!/It's pretty cleaner than before. 
90," I personally be happy to stop the Ueno Tokyo line.The 150th anniversary after the railroad was born in the year, and it was October 14th.Tokyo Metro Ginza Line, Yurika Momeno Station.Even now, it is easy to say that it is a precious station, but it may be easy to say that it is an interview with a drunk salaryman./ It was a very good station under the guard.There are many N people, but it doesn't seem to be a tourist might because it is an office street.Why did it happen when it was lost?.Narrow, there are several lines such as JR Lines and Yurika More.There are many shops near the station, so it is convenient.The smoking is also at the end of the Yurika More ship, so it will be good for the smoke./The ticket gate is quite beautiful.You can also do a variety of shops under the groove, so the old image has been changed.If you have been passing through, please stop by.After seeing Tim Lab in ./ After the U1, take a train to a new fish market (get off at U14 Sijo Mae Station).Smoking area.It is a good place to socialize.It is a very busy place and is full of people to enjoy dinner and drinks after working hours.Convenience to Haneda Airport!/Ginza 8 Chomes is convenient.Although not, "
91," The groove of the Tokai Islands is buried so that it cannot be walked when the operation is delayed.The Tokyo side is tapered, so it does not fall or even more dangerous.Is it okay to have a home door?./This station is connected to Yurika Mome Sinbashi Station, which is the gateway to Odaiba./ Very clean station./ Bridge crossing in winter.If you walk alone from Sinbashi Station to Gyobashi, you will always feel similar to illusion if you live in the past.There are you who remember the sense of discomfort in reality and try to understand somehow.Instead of being familiar, they control new minds on their own.Wouldn't it be more honest and live in a fixed program?On the other side of the new bridge, the old world did not exist.The future has already begun you and the curiosity that exists in me changes you.Dad's streets?/Today is the market! "
92, ※ Please note that the rapid train operated during the day of the Kei Hin Tohoku Line passes.· Access to Odaiba and Toyosu.It takes about 30 minutes to Toyos Station. 
93," Tokyo Metro Ginza Line is available from Dang Station to Shibua and Asakusa.The Kei Hin Tohoku Line is characterized by a sickness between Danggaku and Takana and Gateway Station.You can go directly to Haneda Airport or Narita Airport from Dang Station.Other types of trains stop at each station in the Asakusa Line.Home doors have been installed since October 2019 (the first year).It is the first installation station within the Asakusa Line, and I think it will be reorganized in the future.It is becoming a welcoming street. "
94,"Compared to other subway stations, the Dogi subway Asakusa Line feels the flow of history and the times, but Shinbashi Station is a special JR.It is a station that feels like the atmosphere of the nitrogen station of that time is noticeable by the remodeling of Sinbashi Station, Shio Me's Giant Building Street, and Underground Street.In Sinbashi Station, the left side of the new town building is the right side. "
